,chatID,personType,personID,createdAt,plainText,language
1806,O94700603876d,user,M2e206094478t,2021-02-26 13:18:56,"안녕하세요, 학부 조교를 하고 있는 대학원생입니다. 2/18일 학부 과목들 조교로 등록되었는데, 오늘 접속해보니 조교 등록된 과목들이 안보여서 연락드립니다. 초기화가 된건지 아님 일시적으로 안보이는건지 알고싶습니다.",kor
1813,D6a649813887k,user,Ne2944663886a,2021-02-26 14:31:13,25일날 진행한 워크숍을 놓쳐버려서 그런데 영상을 다시 볼 수 있는 방법이 있나요?,kor
1816,Z7e74395388ax,user,L6c160633622m,2021-02-26 14:44:33,신입생인데 강의 계획서 못봐여????,kor
1824,Y14755883894m,user,K4e82105e190r,2021-02-26 15:26:03,안녕하세요,kor
1830,S85361103898w,user,Eca26041a8d8r,2021-02-26 15:42:51,"안녕하세요, 현재 학부 수업 조교인 대학원생입니다. 혹시 청강생 등록 과정이 따로 있는지 궁금합니다",kor
1839,Pf986470389az,user,Eca26041a8d8r,2021-02-26 15:50:41,"안녕하세요 선생님, 저는 학부 수업 조교중인 대학원 학생입니다. 청강생 관련 질문이 있어서 보냅니다. 청강생을 학기중에도 계속 청강하게 하면, 마지막에 성적을 매길 때는 제외할 수 있는 방법이 따로 있나요?",kor
1845,Wc982741389bp,user,K01183724d9fl,2021-02-26 15:55:18,"[세포생물학Ⅰ(영강)] LIST201 01분반 고용 교수님께서 ""청강생 등록 가능합니다. 만약 원하면, 블랙보드에서 청강신청을 먼저 해야 내가 나중에 승인할 수 있습니다."" 라는 답변을 주셨는데 청강신청은 어디서 하나요?",kor
1856,H511396238cbx,user,Y941294738cae,2021-02-26 19:20:20,콜라보레이트와 줌은 각각 어떤식으로 들어가나요??,kor
1858,P935304039a0b,user,E68641042c73x,2021-02-27 10:28:33,"작년에는 휴학 중이라 수업을 듣지 않은 복학생입니다. 고려대에서 사이버 강의는 어떻게 참석할 수 있는지, 관련 공지는 어디서 확인할 수 있은지 궁금힙니다.",kor
1861,Z43320873a20i,user,Qf1890963a20r,2021-02-27 19:36:17,블랙보드,kor
1863,Hcf962933a27x,user,D62783543a1fs,2021-02-27 20:03:39,수업으로 들어온 후 메뉴 중 collaborate를 선택하라는데 그게 어딨나요?ㅠㅠ,kor
1865,E68393283a2cg,user,Q5f46304f089c,2021-02-27 20:27:36,Course material 은 어디서 확인하나요?,kor
1867,H5f313993a30c,user,K1e596573a2er,2021-02-27 20:43:46,과목마다 사용하는 교재를 알고싶습니다,kor
1869,Q90242903a55h,user,C8f306893a54x,2021-02-27 23:22:01,온오프라인 병행하는 수업도 있고 비대면인 수업도 있다고 들었는데 우선은 전부 온라인으로 수업을 이수하면 될까요? 공지사항이 나오기 전까지는? 제가 집이 일산이라 아직 ㅠ 방을 못구해서 어떻게 해야하는지 몰라 문의드려요,kor
1875,U0c673733ad8n,user,D44515993620f,2021-02-28 08:41:12,콜라보레이트가 뭐야,kor
1877,I5a779733adaz,user,Zd25406638deh,2021-02-28 08:48:03,"안녕하세요 저는 물릿학부 신입생 성지예입니다.저의 학번은 2021160106입니다. 실례가 안된다면 저의 포털 기본정보의 주소,이메일주소와 전화번호를 수정하고 싶습니다.다 저의 정보가 아니라서요.주소는 서울특별시 성북구 안암로145 고려대학교 서울캠퍼스로 고쳐주시고 이메일은 cheng200177@gmail.com 전화번호는 01026591777입니다. 감사합니다",kor
1880,N88900103b30p,user,B9e8057337b5u,2021-02-28 14:56:42,콜라보레이트,kor
1882,Mf0348893b49s,user,Q6b853063b48f,2021-02-28 16:43:59,"블랙보드 기본정보에 이메일주소를 바꾸려고 하는데, 어떻게 하면 되나요?",kor
1884,X3c151143b55j,user,Jd3446743b4em,2021-02-28 17:32:31,녹화강의인지 실시간 수업인지 대면수업인지 어떻게 알아요...??,kor
1886,Ad7531483b6cr,user,He9611403b65r,2021-02-28 19:13:00,"안녕하세요😊 블랙보드 공지를 보고 교수님께 연락을 드려야하는데 메일을 몰라서 블랙보드 내의 '메세지'기능을 이용하는데 있어 질문이 있어서 연락드리게 되었습니다

1. 블랙보드 내 '메세지'는 전체 공개가 아니라 교수님께만 연락을 전달할수있는건가요?

2. Recipients에서 To에서 교수님만 선택된게 교수님 성함에 음영처리가 되어있으면 된건가요?

3. To 이외에 CC와 BCC는 무엇인가요?

질문이 많아 죄송합니다ㅜㅜ",kor
1891,X99408673b84n,user,B11971483b84v,2021-02-28 20:56:31,콜라보레이트가 뭔가요?,kor
1893,Qe2434613b87k,user,I7115269386ca,2021-02-28 21:05:39,"모바일에서는 collaborate가 표시되고 컴퓨터에서는 표시되지 않는데, 혹시 해결할 수 있는 방법이 있을까요?",kor
1895,H0c401703b97d,user,P7e411552fabj,2021-02-28 22:16:24,줌 계정 관련 매뉴얼있을까요?,kor
1897,Ia6895163b9fv,user,Q4462200331du,2021-02-28 22:48:36,청강,kor
1899,M56605123ba2r,user,Ib31071144b9l,2021-02-28 23:02:31,"구글드라이브에 비디오파일을 업로드하고 링크를 공유하는 것과 관련하여 질문이 있습니다. 구글드라이브에서 파일의 공유를 설정할 때, 고려대학교 구성원에게만 공유를 제한할 수 있는 옵션이 있기 때문에, 그 옵션을 선택하여 링크를 블랙보드에 공지했습니다.",kor
1902,F94959053babk,user,Qb07216039cbc,2021-02-28 23:41:18,교양화학 대면강의인가요 비대면 강의인가요??,kor
1906,W59980673be0e,user,Q5c120003668l,2021-03-01 03:25:23,안녕하세요 zoom 을  이용한 비대면 강의 외에 다른 비대면강의는 어떻게 진행되는 것인가요? 교수님이 인터넷강의를 한다고 하시는데 별도 설명이 없는 것 같아 질문드려요ㅠ-ㅠ,kor
1909,D9936893acc7k,user,Nbb48645489bb,2021-03-08 10:38:47,안녕하세요 zoom 이용한 실시간 비대면 강의를 진행하고자 하는데 zoom을 누르면 다음과 같은 화면이 떠서 확인차 문의드립니다. 아래와 같은 화면은 계정연동이 제대로 된것이 아닌가요??,kor
1927,C0873599accee,user,S5d773014c7ds,2021-03-18 13:37:42,"안녕하세요. 블랙보드에 있는 위키 기능을 사용하고 싶은데요, 학생들이 동시에 작성을 해도 충돌이 일어나지 않는지 궁금합니다.",kor
1938,K2271891acd2t,user,L452891947a5a,2021-03-09 15:12:24,공지사항에 이미지 파일 삽입은 어떻게하는지요?,kor
1949,Ac397621acdek,user,V50490474c5ay,2021-03-16 11:39:27,"안녕하세요, 녹화강의 중 학생이 출석체크가 안 되었다고 합니다. 확인할 수 있는 곳 연락처를 알 수 있을까요",kor
1954,A9791276c0edd,user,V23565994ba5v,2021-03-04 14:17:52,안녕하세요~ 줌관련해서 질문을 드릴려고 하는데 가능한가요?,kor
1967,V5c93640c5d3l,user,N4a911874b9bi,2021-03-01 10:01:31,collaborate 코스룸,kor
1971,Fa716454c5dfm,user,L8481630abadj,2021-03-02 10:10:19,"저는 교수자인데 블랙보드 사용자등록 권한이 없다고 나오네요, 왜그런가요?",kor
1989,I0671315c601b,user,A5f708894f41k,2021-03-03 09:34:59,안녕하세요 동양미학과 예술정신을 담당하는 송희경입니다.,kor
2041,Ve946311c60fo,user,I4d57421aa63x,2021-03-02 13:11:01,청강,kor
2046,P1873635c6d8s,user,Qab52464a9faz,2021-03-08 17:23:52,질문 여기에 하는 것이 맞나요?,kor
2052,R1f83964c75ek,user,Zaf497154879m,2021-03-15 15:23:41,클라우드 자동녹화는 수업종료 후 언제쯤 다운이되나요? 종료 직후 보니 5초만 되어 있어서 문의드립니다,kor
2058,Y5b17269c764i,user,L58640414c65w,2021-03-09 16:00:16,안녕하셔요? 블랙보드 영상강의출석기록을 학생들도 확인할 수 있는지요? 교수자는 확인 가능한데 학생들도 볼 수 있는 메뉴(지난 학기에는 있었던)를 잘 못 찾겠습니다.,kor
2067,Z2797594c77cu,user,H45233174c7dy,2021-03-02 09:21:04,안녕하세요?,kor
2071,Fd769629c79ba,user,M34585434c9cz,2021-03-31 16:19:30,지금 블랙보드에 강의 동영상을 올리려고 하는데 자꾸 용량이 초과해서 올릴 수 없다고 해요,kor
2075,B0122146c7b1l,user,Sdf975784c9cy,2021-03-29 10:00:17,녹화 강의 출석이 제대로 인정되지 않았습니다,kor
2096,M0229476c839x,user,W28297404d93i,2021-03-02 10:51:39,"두가지 질문 드립니다. 

1. 대학원 수업 조교 등록 관련
블랙보드에서 조교 등록 신청을 했습니다. 이제 학과목을 맡으신 교수님께서 이를 등록하시면 되는 것인가요?

2. 타과 대학원에 재학중인 분께서 청강을 요청하셨습니다. 웹 강의에서 청강을 할 수 있는 방법이 있나요?",kor
2102,I0024003c83dv,user,O6551161aa1dp,2021-03-08 11:19:54,안녕하세요 제가 수업 조교로 들어가는 대학원생인데요. 해당과목의 zoom 으로 들어가려하면 아이디가 유효하지 않다고 못들어가게 하는데 어떻게 해야하나요..?,kor
2127,X8713697c85fi,user,E327888066c9e,2021-03-02 09:19:34,안녕하세요,kor
2154,R2c96408c887x,user,Bc1256274c51z,2021-03-02 11:24:19,안뇽하세욥,kor
2165,Aac26037cdd0d,user,W6e234944c70w,2021-03-03 21:45:47,"안녕하세요, DCCS201(02)-자료구조 수업 조교를 맡고 있는 대학원생입니다! Zoom링크 생성시 클라우드 저장 옵션으로 교수님께서 강의를 진행하게 되었는데요, 저장된 녹화 영상에 이상이 있어 문의 남깁니다. 강의 도중 녹화 중지를 누르지 않았음에도 1분 이내의 특정 학생 이름만 보이는 영상 몇 개만 클라우드에 저장이 되었습니다. 이 현상이 클라우드 옵션을 선택해서 발생한 것인지, 혹은 영상 녹화시 따로 설정해야 하는 부분이 있는지 문의드리고 싶습니다!",kor
2172,Ecb13478ce0fy,user,X7d949974a3ao,2021-03-02 15:36:06,유전학 지성길 교수님이 콜라보레이트로 들어오라고 하셨는데 콜라보레이트 창이 안뜹니다. 어떻게 콜라보레이트에 접속할 수 있나요?,kor
2179,L9373479d179w,user,V3f746634da2u,2021-03-02 10:52:08,"안녕하세요, 콜라보레이터 메뉴가 인터넷 상으로는 보이지 않아서요ㅠㅠ 교수님께 해결방법을 알려드리려고 하는데 방법을 자세히 말씀해주실 수 있으실까요?",kor
2190,Hd452702d17fg,user,U2053104aa2cs,2021-03-16 10:03:39,크롬 전체가 검은색 화면으로 뜨거나 교수님이 올리신 ppt나 pdf가 검은색화면으로 올라온 상태,kor
2194,H1537114d6fcd,user,S2d67050a8c7o,2021-03-15 08:50:26,온라인 강의 출석 진도율 등을 조교가 학습자에 제공할 수 있었던 것 같은데 어떠한 루트로 들어가면 강의출석진도율을 제공할 수 있나요?,kor
2200,Of373339d720h,user,E1678103a9f7i,2021-03-04 14:43:09,"맥북으로 KALTURA 이용하려 하는데, 3rd party session cookie 어쩌구 하면서 오류메세지 뜨면서 안되요...! 해결방법 알려주세요 ㅠㅠ",kor
2210,W0950203d736e,user,Mff294444ca7j,2021-03-09 10:05:04,제 휴대폰(아이폰Xs max)으로 크롬 이용해서 kaltura에 접속하면,kor
2224,W1345148d75dc,user,Q2938157a8ccv,2021-03-11 10:35:27,"안녕하세요! 혹시 칼투라 녹화본을 어떻게 확인할 수 있나요? 과목 왼쪽 메뉴에 칼투라 눌러서 Media Gallery 들어오는 것 까지는 했는데, 그 이후로 어떻게 보는지 모르겠습니다 ㅠㅠ 교수님이 녹화본은 올려두셨다고 하셨거든요",kor
2229,S8094223d764o,user,I70920484e02m,2021-03-08 17:18:38,아이패드로 영상보려면 뭘 갈아야 하나요???,kor
2235,Ta821812d766d,user,O4d71700a8d9e,2021-03-03 15:30:16,Collaborate 메뉴가 뜨지 않습니다,kor
2243,C2595861d768y,user,Wdc610414bc0c,2021-03-03 15:16:28,안녕하세요! 다름이아니라 블랙보드에 제가 수강신청하지 않은 강의가 등록되어 있는데 어떻게 없애는지 알려주시면 감사하겠습니다!,kor
2250,Ed174647d768y,user,G1b264154d9er,2021-03-02 13:24:47,하위,kor
2253,Z0b21440d774h,user,Nad597623fc6o,2021-03-04 12:44:32,블랙보드에서 서베이 진행 중임 / 서베이 내용은 학생 발표를 위해 학생들이 선호하는 토픽을 서베이를 통해 파악하고자 함 / 11개의 주제중 가장 선호하는 3개를 고르게 함 / 선착순으로 가장 빨리 서베이를 완료한 학생들에게 주제 선정에서 우선권을 주고자 함 / 서베이 데이터를 다운받았는데 서베이를 완료한 학생 순서로 데이터를 정렬할 수 있는지 궁금함,kor
2258,Eef99582d78db,user,Kfa26065a8cbg,2021-03-04 14:03:40,안녕하세요 줌 이용 관련 문의 가능한가요?,kor
2268,H2536244d813i,user,Oa2947584c4fn,2021-03-02 11:52:01,교수님께서 블랙보드의 줌 기능으로 real time 온라인강의를 하셨는데 강의가 cloud에 저장되도록 옵션을 설정하신 것 같은데 어디에서 확인할 수 있을까요? (저는 조교로 등록이 되어있는 상태입니다),kor
2271,Mbd74242d8d4v,user,T0e2818957b3i,2021-03-10 10:03:33,안녕하세요 녹화된 강의영상을 kucom 사이트에 업로드하려는데 용량제한이 원래도 2기가로 제한되었나요?,kor
2289,J3979460d8eav,user,Sc099266ab85q,2021-03-09 10:08:37,"안녕하세요 강의 중 Zoom 설문조사 기능을 활용하려고 하는데, 폴링 메뉴가 활성화 되어 있지 않습니다.",kor
2301,Ddb74346d991m,user,L684369045c3x,2021-03-18 13:39:44,"안녕하세요, 청강생이 청강표기하고자 하는데요, 어떻게 해야 되는지요..? 제가 삭제해야 하는지요...?",kor
2315,Fc270888d9f7b,user,V1b784584c8bx,2021-03-24 09:57:39,콜라보레이트에서 자리비움 기능 어떻게 사용하나요,kor
2325,B4e56480da0dj,user,G8889095aa00t,2021-03-03 12:00:58,칼쿠타가 아이패드로 안돼요... 어떻게 해야하죠,kor
2328,R5c21201da2fi,user,L3b981754c65m,2021-03-02 10:32:06,503 에러는 뭔가요,kor
2333,Lae46374fa97w,user,Fc262544d8e2r,2021-03-10 13:35:17,제가 '문법과국어생활'이라는 수업을 수강신청하지 않고 청강하기로 했습니다. 그래서 이것에 대해 교수님께 말씀드리고 교수님이 저를 청강생으로 넣어주셨는데요. 지금 정정기간이 끝나고 확인해보니 블랙보드에서 해당 수업이 없어져 있습니다. 온라인 수업으로 진행될 경우 청강이 불가능한 것인가요?,kor
2341,S2c95051fbccd,user,G96440614cf1e,2021-03-02 15:54:43,collaborate가 안떠요,kor
2354,P1958725165dd,user,Ad3427194cb9e,2021-03-08 15:39:00,"1.course material 카테고리가 보이지 않습니다.
2. zoom 카테고리가 보이지 않습니다.",kor
2374,A1a7403916a2n,user,Hb9264924c88l,2021-03-03 15:25:16,청강생 등록,kor
2383,O3c6772516baa,user,O1b831774b41a,2021-03-06 11:24:50,"교수님께서 zoom 실시간 수업 때 그 수업을 녹화하셨다면, 학습자는 녹화한 강의를 어디서 볼 수 있는 건가요?",kor
2390,Jbe135233257e,user,W7863163322dx,2021-03-02 19:02:34,서베이 결과 보기,kor
2409,J5e88788392eo,user,W3d169914be4b,2021-03-10 16:16:35,안녕하세요 칼투라 영상을 다운 받을 수 있는지 여쭤보고싶습니다,kor
2470,J99764843c39e,user,Y01781453c38r,2021-03-01 09:48:21,블랙보드 줌 강의 듣는법,kor
2474,Y56379443c3do,user,P7b427894c5ao,2021-03-01 10:05:53,코스룸에 들어가지지 않아요,kor
2486,K00603643c45h,user,M4d25316190di,2021-03-01 10:38:14,"Zoom 강의 일정을 예약하였는데, 교수 모드 및 학생 모드, 어디에 표시가 되는지 알려 주세요.",kor
2507,M2a157123c45c,user,Q1e828443c3ef,2021-03-01 10:39:59,대면 비대면인지 확인할 수 없는 과목은 어떻게 해야하나요??,kor
2511,Baf161543c4ep,user,Vb7534271789t,2021-03-01 11:17:48,블랙보드 녹화강의 출석체크 확인은 어디서 하나요?,kor
2514,P15143233c4fo,user,Bca638523c4cj,2021-03-01 11:20:50,꿀팁싸이트가 어디인가요?,kor
2518,Rd4214313c50f,user,J91148533b97y,2021-03-01 11:24:35,콜라보레이트는 어디서 열수 있나요?,kor
2521,Z3c222323c52j,user,Uc825740331ey,2021-03-01 11:32:53,질문가능한가요?,kor
2524,B16406833c56o,user,Zfe21786a8cez,2021-03-01 11:49:04,온라인으로 수업듣는 방식이 블랙보드에 들어가면 링크가 있는건가요?,kor
2528,C67419223c60w,user,A6d173683c5eh,2021-03-01 12:31:13,노트북과 태블릿 혹은 노트북과 휴대폰 동시접속도 가능한가요?,kor
2531,E7e797523c66h,user,Paa166933c63m,2021-03-01 12:59:45,로그인 안 됨,kor
2535,M0c495473c67s,user,D1d683173c62w,2021-03-01 13:03:24,블랙보드 개인정보가 잘못 입력되어 있어서요,kor
2539,O29982443c6ak,user,D57788823b39q,2021-03-01 13:14:14,공지사항 어디서 확인해요,kor
2542,C8c902343c6ay,user,C884503839c4n,2021-03-01 13:14:35,collaborate는 어떻게 들어가나요?,kor
